Age,BaCa,Cd,Mn,P,Distance
1993.665753,0.00385,0.197346515,0.323088851,119.7939062,80.008
1993.679452,0.00384,0.195172706,0.323355311,120.1698034,79.7724
1993.693151,0.00412,0.213938778,0.296519231,126.6482004,79.5368
1993.706849,0.00413,0.253624373,0.291112087,115.7647011,79.3012
1993.720548,0.00397,0.239694074,0.293462444,114.9913625,79.0656
1993.734247,0.00392,0.179541123,0.290743489,108.4862357,78.83
1993.747945,0.00386,0.200291663,0.292792877,107.0908763,78.5944
1993.761644,0.00381,0.163605203,0.311879754,110.5715303,78.3588
1993.775342,0.00391,0.247200271,0.327878638,150.392136,78.1232
1993.789041,0.00404,0.235090399,0.331660479,155.0322474,77.8876
1993.80274,0.00401,0.210786276,0.298309006,123.9770703,77.652
1993.816438,0.00394,0.225318355,0.332658094,137.9517835,77.4164
1993.830137,0.00383,0.237592545,0.361449129,160.9881211,77.1808
1993.843836,0.00382,0.183870295,0.350080572,134.7196617,76.9452
1993.857534,0.00386,0.179702667,0.367657381,106.2349153,76.7096
1993.871233,0.00366,0.176290326,0.368034737,74.40178403,76.474
1993.884932,0.00365,0.154949396,0.322586396,70.61702129,76.2384
1993.89863,0.0038,0.200825893,0.304710006,107.4994579,76.0028
1993.915068,0.0038,0.206288801,0.338273276,131.3380426,75.7672
1993.928767,0.00372,0.198442498,0.341199924,135.3479638,75.5316
1993.945205,0.00386,0.210306181,0.405112403,130.6902309,75.296
1993.961644,0.00391,0.224945289,0.429766792,135.4787646,75.0604
1993.978082,0.00385,0.245371805,0.472688717,140.4048108,74.8248
1993.994521,0.00383,0.283419703,0.487498638,123.4911843,74.5892
1994.010959,0.0037,0.218128201,0.499671848,113.9489854,74.3536
1994.027397,0.00328,0.18600899,0.443662438,108.1693872,74.118
1994.043836,0.00366,0.245654274,0.499398956,121.6830031,73.8824
1994.060274,0.00378,0.232369679,0.534483135,149.7738127,73.6468
1994.076712,0.00371,0.227214921,0.517166857,157.3665698,73.4112
1994.093151,0.00362,0.242747331,0.543877364,160.4477222,73.1756
1994.10411,0.00365,0.204253399,0.611938077,159.8515125,72.94
1994.115068,0.00378,0.271719339,0.761068214,137.6324696,72.7044
1994.126027,0.00393,0.242373254,0.595038664,130.4055614,72.4688
1994.136986,0.00392,0.208258112,0.443311805,144.267109,72.2332
1994.147945,0.00402,0.236645039,0.362013396,150.6777062,71.9976
1994.158904,0.00411,0.292315454,0.407264666,142.7983778,71.762
1994.172603,0.00409,0.215660591,0.364634712,146.0429942,71.5264
1994.178082,0.00397,0.261866503,0.382145444,146.9124997,71.2908
1994.186301,0.00402,0.312997536,0.378164018,136.8515361,71.0552
1994.191781,0.0039,0.242440709,0.395009956,126.5428213,70.8196
1994.2,0.00388,0.238463364,0.407644177,129.4474557,70.584
1994.208219,0.00386,0.293224278,0.414553366,122.4390329,70.3484
1994.213699,0.00416,0.31743087,0.379722021,126.6395515,70.1128
1994.221918,0.00515,0.183555664,0.299343022,108.8361172,69.8772
1994.230137,0.00588,0.250654813,0.274161475,87.97623835,69.6416
1994.246575,0.00598,0.256636728,0.295287087,110.6123117,69.406
1994.265753,0.00576,0.323838484,0.283982724,152.9324175,69.1704
1994.284932,0.00643,0.2387728,0.242647562,139.2013522,68.9348
1994.30411,0.00663,0.26064268,0.243802596,134.0422441,68.6992
1994.323288,0.00611,0.210090574,0.24511148,134.1341107,68.4636
1994.342466,0.00533,0.221979326,0.268300149,111.1789902,68.228
1994.361644,0.00468,0.267083382,0.24320301,110.0825609,67.9924
1994.380822,0.00424,0.181283914,0.2126145,115.8264284,67.7568
1994.4,0.00413,0.374920066,0.222066492,124.3059963,67.5212
1994.419178,0.00413,0.292878948,0.190961706,120.7027328,67.2856
1994.438356,0.00409,0.333530747,0.187526959,104.2849576,67.05
1994.454795,0.00406,0.244148095,0.217054936,126.8221872,66.8144
1994.473973,0.00407,0.213706981,0.206041706,111.9465952,66.5788
1994.493151,0.00398,0.314586141,0.209359806,126.5308095,66.3432
1994.512329,0.00406,0.237835586,0.21017626,112.7900515,66.1076
1994.531507,0.00389,0.298316695,0.214860551,93.02776162,65.872
1994.550685,0.00403,0.309892737,0.240646766,90.70749487,65.6364
1994.569863,0.00401,0.325427511,0.254151377,107.1773195,65.4008
1994.589041,0.0042,0.312384055,0.245551915,123.1537902,65.1652
1994.608219,0.00405,0.275013813,0.203838155,113.1722621,64.9296
1994.627397,0.00399,0.427120885,0.255505194,115.8757613,64.694
1994.646575,0.00387,0.261779854,0.232820697,100.2094734,64.4584
1994.657534,0.00394,0.260227363,0.240385966,121.6001615,64.2228
1994.671233,0.00391,0.249390259,0.25840694,113.2439931,63.9872
1994.684932,0.00387,0.249659725,0.256539923,94.01322948,63.7516
1994.69589,0.00387,0.250031709,0.252958541,88.11180228,63.516
1994.709589,0.00381,0.208232334,0.351966019,93.91010685,63.2804
1994.723288,0.00393,0.228350816,0.3902237,98.55548024,63.0448
1994.734247,0.00378,0.164115539,0.387793645,86.9788426,62.8092
1994.747945,0.00352,0.155795895,0.393374828,103.6278835,62.5736
1994.761644,0.00356,0.243928975,0.420484846,134.249265,62.338
1994.775342,0.00341,0.179073817,0.416560533,107.8344676,62.1024
1994.786301,0.00337,0.238125754,0.417679837,122.7945419,61.8668
1994.8,0.00356,0.243520554,0.386799359,137.0614179,61.6312
1994.813699,0.00373,0.262054358,0.341369785,139.5488098,61.3956
1994.824658,0.00373,0.2763415,0.343909102,127.407517,61.16
1994.838356,0.0037,0.246392072,0.353081618,116.8470828,60.9244
1994.852055,0.00368,0.244090448,0.357757697,128.6389534,60.6888
1994.865753,0.00371,0.243036088,0.368930924,143.1745744,60.4532
1994.876712,0.00371,0.261027543,0.384085163,130.5452373,60.2176
1994.890411,0.00361,0.244174316,0.383547314,120.7406872,59.982
1994.90411,0.0039,0.351438382,0.431669813,141.8197629,59.7464
1994.915068,0.00373,0.301068222,0.400544712,138.9636481,59.5108
1994.928767,0.00377,0.23129607,0.345725143,153.8152363,59.2752
1994.942466,0.00376,0.234913748,0.336190872,143.9384677,59.0396
1994.953425,0.00362,0.178107722,0.343593372,151.3553425,58.804
1994.967123,0.0036,0.272805434,0.373203162,142.2179368,58.5684
1994.980822,0.00375,0.313702975,0.41244256,146.125069,58.3328
1994.994521,0.00369,0.220129278,0.429790056,135.1929775,58.0972
1995.005479,0.00364,0.236126141,0.446562944,139.4151872,57.8616
1995.019178,0.0037,0.230834484,0.489168943,160.1424412,57.626
1995.032877,0.0038,0.230614541,0.586988401,148.1450988,57.3904
1995.043836,0.0037,0.256022667,0.65224403,144.0308289,57.1548
1995.057534,0.00378,0.254550725,0.711504569,122.6406534,56.9192
1995.071233,0.00382,0.236055159,0.631171127,136.5437625,56.6836
1995.084932,0.00385,0.275741287,0.626034011,142.5251663,56.448
1995.09589,0.00382,0.271512133,0.610920742,127.2836349,56.2124
1995.109589,0.00369,0.212571812,0.556379257,132.4335054,55.9768
1995.123288,0.00374,0.246365722,0.532567552,128.1323651,55.7412
1995.136986,0.00364,0.420401181,0.566247403,155.6300306,55.5056
1995.150685,0.00364,0.292049605,0.560330746,177.3531778,55.27
1995.164384,0.00363,0.374603932,0.58911431,162.4308265,55.0344
1995.178082,0.00366,0.325570645,0.453356334,161.794753,54.7988
1995.191781,0.00371,0.428097465,0.435081263,166.4482446,54.5632
1995.205479,0.00379,0.345735297,0.451809034,130.5834849,54.3276
1995.219178,0.00381,0.289578653,0.387307098,120.9710429,54.092
1995.232877,0.00384,0.324707805,0.399299051,127.0686804,53.8564
1995.249315,0.00393,0.394084335,0.318963055,142.1406001,53.6208
1995.282192,0.00406,0.411363889,0.394489826,146.0863649,53.3852
1995.315068,0.00408,0.331910952,0.411601849,129.3340089,53.1496
1995.347945,0.00408,0.248652636,0.299712928,119.527187,52.914
1995.380822,0.00413,0.183421807,0.266685588,107.2212773,52.6784
1995.413699,0.00399,0.265129306,0.207633761,111.9827291,52.4428
1995.449315,0.004,0.283972818,0.217948513,93.34317238,52.2072
1995.482192,0.00377,0.145769877,0.213434043,86.95139735,51.9716
1995.515068,0.00375,0.179239535,0.22261568,93.661925,51.736
1995.547945,0.00392,0.256858507,0.237417472,106.1879786,51.5004
1995.580822,0.00384,0.225306728,0.193222097,81.93206981,51.2648
1995.616438,0.00372,0.22256678,0.208709827,79.36303333,51.0292
1995.624658,0.00383,0.303539546,0.203672258,105.1346464,50.7936
1995.632877,0.00397,0.286618959,0.2084027,107.9254041,50.558
1995.641096,0.00379,0.19583756,0.232330419,91.36703622,50.3224
1995.652055,0.00383,0.211876169,0.222723261,89.37373154,50.0868
1995.660274,0.00376,0.24774619,0.27142671,95.39069917,49.8512
1995.668493,0.00374,0.281917362,0.287707474,85.73186052,49.6156
1995.676712,0.00367,0.253107154,0.279307564,85.58083139,49.38
1995.687671,0.00378,0.26104606,0.236692558,85.19226404,49.1444
1995.69589,0.00387,0.260106383,0.197617798,97.57331685,48.9088
1995.70411,0.00385,0.238866771,0.20007606,96.27043961,48.6732
1995.712329,0.00398,0.269328989,0.210213371,122.5522557,48.4376
1995.723288,0.00372,0.26058792,0.276509164,104.6793839,48.202
1995.731507,0.0037,0.264188069,0.29954115,102.1429054,47.9664
1995.739726,0.0037,0.255051849,0.327837516,107.1850015,47.7308
1995.747945,0.00362,0.279785478,0.349964247,108.999485,47.4952
1995.758904,0.00366,0.320994908,0.383702157,87.10122983,47.2596
1995.767123,0.00355,0.283588176,0.33094778,79.23987242,47.024
1995.775342,0.00357,0.242576473,0.324418406,83.21559218,46.7884
1995.783562,0.00359,0.247518028,0.288777337,110.8202319,46.5528
1995.794521,0.00364,0.312768985,0.349871833,107.337158,46.3172
1995.805479,0.00362,0.227623943,0.365067936,104.5369379,46.0816
1995.819178,0.00369,0.199326184,0.356668331,106.113418,45.846
1995.830137,0.00359,0.217587314,0.365857592,101.8095833,45.6104
1995.843836,0.00357,0.185045978,0.399082407,94.45272422,45.3748
1995.857534,0.00362,0.284430348,0.454227597,106.2301055,45.1392
1995.868493,0.00369,0.219291966,0.49915302,128.9877436,44.9036
1995.882192,0.00359,0.249088941,0.537064138,121.8952108,44.668
1995.893151,0.00362,0.232620197,0.510941664,129.5792956,44.4324
1995.906849,0.00346,0.242652836,0.514592408,98.62489999,44.1968
1995.920548,0.00342,0.20065654,0.499884252,109.2402514,43.9612
1995.931507,0.00356,0.234125904,0.534653243,132.1990385,43.7256
1995.945205,NA,NA,NA,NA,NA
1995.958904,NA,NA,NA,NA,NA
1995.969863,0.004,0.564417921,0.539461158,208.786284,42.9884
1995.983562,0.00391,0.428925518,0.512955231,155.736231,42.7522
1995.994521,0.00399,0.417944073,0.466596576,135.4872829,42.516
1996.008197,0.00397,0.421236945,0.463221951,135.2668431,42.2798
1996.021858,0.00424,0.407648189,0.457008063,134.6231322,42.0436
1996.032787,0.00429,0.413248771,0.433173535,122.4378707,41.8074
1996.046448,0.00462,0.3918542,0.470775822,115.0547057,41.5712
1996.057377,0.00488,0.438059979,0.525078954,128.3183875,41.335
1996.071038,0.00484,0.559814581,0.582544468,159.0062699,41.0988
1996.084699,0.0045,0.463484751,0.514482632,155.2488707,40.8626
1996.095628,0.00477,0.524576947,0.463129436,164.8436758,40.6264
1996.10929,0.00528,0.431939126,0.36287877,122.3268599,40.3902
1996.122951,0.00533,0.439328176,0.360162632,127.6479756,40.154
1996.13388,0.00559,0.512697397,0.354329541,140.4698663,39.9178
1996.147541,0.00527,0.462641172,0.510400137,131.6013189,39.6816
1996.15847,0.00524,0.58764883,0.38895974,143.5663314,39.4454
1996.172131,0.00515,0.520130663,0.331468762,147.5004983,39.2092
1996.185792,0.00507,0.534759502,0.276395869,157.3561002,38.973
1996.196721,0.00472,0.47612947,0.231358258,157.9067574,38.7368
1996.210383,0.00476,0.506018148,0.218549602,170.7883017,38.5006
1996.221311,0.00474,0.726138831,0.233585016,182.8714646,38.2644
1996.234973,0.0046,0.619458385,0.229263985,181.0122537,38.0282
1996.248634,0.00439,0.382663687,0.210527998,169.6630501,37.792
1996.259563,0.00434,0.34190828,0.200037697,148.4065291,37.5558
1996.273224,0.0042,0.57602049,0.276354402,165.7358191,37.3196
1996.286885,0.0042,0.466179001,0.275475057,148.5384995,37.0834
1996.308743,0.00414,0.263762758,0.254672351,155.3511946,36.8472
1996.330601,0.00434,0.428166587,0.314006245,147.8427408,36.611
1996.352459,0.00418,0.490780198,0.36400579,158.6912873,36.3748
1996.377049,0.00419,0.399364787,0.335207963,172.0828372,36.1386
1996.398907,0.00451,0.584290379,0.298015908,165.1871791,35.9024
1996.420765,0.00432,0.73111618,0.299689924,148.2759307,35.6662
1996.442623,0.00457,0.614218565,0.283464728,153.7794685,35.43
1996.467213,0.00434,0.414127537,0.274631177,145.2877819,35.1938
1996.489071,0.00416,0.43100872,0.234379315,131.645736,34.9576
1996.510929,0.0041,0.415552436,0.228012871,124.9227258,34.7214
1996.535519,0.00404,0.499820859,0.222792439,120.6761057,34.4852
1996.540984,0.00402,0.45627173,0.186061403,126.3406491,34.249
1996.54918,0.00404,0.45477711,0.19245529,135.5327996,34.0128
1996.557377,0.00397,0.497627153,0.174955842,142.9223602,33.7766
1996.562842,0.00386,0.304449507,0.194334058,126.201047,33.5404
1996.571038,0.00372,0.431640264,0.220218419,122.4038593,33.3042
1996.579235,0.00315,0.523771038,0.255525211,113.1799333,33.068
1996.584699,0.00304,0.555669083,0.272937406,120.3550929,32.8318
1996.592896,0.00273,0.48133833,0.234538125,109.0080239,32.5956
1996.601093,0.00298,0.482133023,0.219900459,121.4457649,32.3594
1996.606557,0.00325,0.54858529,0.233851406,127.841438,32.1232
1996.614754,0.00337,0.400807077,0.236159045,103.3127226,31.887
1996.622951,0.00352,0.435353385,0.249833749,96.47563728,31.6508
1996.631148,0.00381,0.470125964,0.270601585,99.49738509,31.4146
1996.644809,0.00381,0.53411536,0.239363671,104.2889476,31.1784
1996.65847,0.00393,0.477016887,0.228049257,94.61460444,30.9422
1996.674863,0.00402,0.403157214,0.217212254,92.33360742,30.706
1996.688525,0.00388,0.395594216,0.248653176,93.89789682,30.4698
1996.702186,0.00391,0.587174385,0.287461501,101.3094559,30.2336
1996.718579,0.00395,0.311702344,0.327913961,91.69229089,29.9974
1996.73224,0.00381,0.591350564,0.296107356,115.5784114,29.7612
1996.748634,0.00394,0.517988154,0.323761519,136.0399067,29.525
1996.762295,0.00378,0.506521655,0.337363374,131.8417593,29.2888
1996.775956,0.00373,0.496968037,0.355433336,137.9686658,29.0526
1996.79235,0.00379,0.733460686,0.346883055,128.0299271,28.8164
1996.806011,0.00389,0.633033676,0.350940118,159.5528185,28.5802
1996.822404,0.00373,0.617249175,0.334902475,145.7219248,28.344
1996.830601,0.00388,0.642502136,0.292132234,146.3004677,28.1078
1996.838798,0.0039,0.597923841,0.266666348,153.0035054,27.8716
1996.846995,0.00379,0.689647544,0.3071086,134.293148,27.6354
1996.855191,0.00393,0.454825418,0.28893116,119.5638132,27.3992
1996.863388,0.0039,0.406729483,0.273153816,145.0674566,27.163
1996.874317,0.00397,0.507483715,0.266508281,142.0953399,26.9268
1996.882514,0.00388,0.441895482,0.328895169,131.8260162,26.6906
1996.89071,0.00394,0.534349955,0.323569804,146.5439448,26.4544
1996.898907,0.0039,0.474509813,0.318485563,139.9579933,26.2182
1996.907104,0.00369,0.698479381,0.333677298,148.0601598,25.982
1996.918033,0.00368,0.432876786,0.327699783,130.637195,25.7458
1996.92623,0.00376,0.621012841,0.349499854,127.5557668,25.5096
1996.934426,0.00373,0.602044093,0.361211497,131.9649172,25.2734
1996.942623,0.00379,0.708747543,0.427087673,130.423648,25.0372
1996.95082,0.00377,0.498926907,0.441255498,133.1918726,24.801
1996.961749,0.00361,0.577028614,0.429770594,145.3135743,24.5648
1996.969945,0.00374,0.38191724,0.414482632,128.5547337,24.3286
1996.978142,0.0037,0.531219159,0.463511867,137.3858823,24.0924
1996.986339,0.00381,0.611487001,0.416896821,146.4237774,23.8562
1996.994536,0.00372,0.477802214,0.375166821,153.7223118,23.62
1997.005479,0.00384,0.584507958,0.302421362,181.2643923,23.3838
1997.013699,0.00371,0.83324552,0.284264504,174.7351611,23.1476
1997.021918,0.00385,0.589621105,0.346611228,154.1291316,22.9114
1997.030137,0.00379,0.480620726,0.367915814,152.8648683,22.6752
1997.038356,0.00367,0.471959541,0.361975112,160.4036466,22.439
1997.049315,0.00381,0.606533898,0.31468843,173.2042626,22.2028
1997.057534,0.0038,0.537006056,0.309541149,132.5152358,21.9666
1997.065753,0.00379,0.507133966,0.288993945,135.2469604,21.7304
1997.073973,0.00387,0.480644679,0.30399557,172.3420386,21.4942
1997.082192,0.00383,0.547092893,0.336989156,156.0533048,21.258
1997.093151,0.00374,0.539769243,0.351547698,132.8191991,21.0218
1997.10137,0.00395,0.560190611,0.400440162,143.8792963,20.7856
1997.109589,0.00399,0.519612622,0.396801957,161.2590058,20.5494
1997.117808,0.00441,0.543455201,0.444023108,132.7486028,20.3132
1997.126027,0.00436,0.486957051,0.440667183,127.1540041,20.077
1997.136986,0.00443,0.477687207,0.490199816,130.3010506,19.8408
1997.145205,0.00489,0.480849344,0.475487602,116.1597707,19.6046
1997.153425,0.00516,0.444375327,0.418835386,132.3411793,19.3684
1997.161644,0.00574,0.434571189,0.409602355,130.5647357,19.1322
1997.169863,0.00697,0.402863018,0.386771391,121.0107651,18.896
1997.180822,0.00776,0.435497062,0.326507814,139.116073,18.6598
1997.189041,0.00782,0.370918696,0.318138249,148.7412285,18.4236
1997.19726,0.00778,0.399376135,0.313305483,135.7014144,18.1874
1997.205479,0.00751,0.287016145,0.301630771,136.9325202,17.9512
1997.213699,0.00733,0.441217815,0.308786967,152.8399853,17.715
1997.224658,0.00746,0.42033254,0.344295,130.6445275,17.4788
1997.241096,0.00796,0.600925201,0.465404737,137.8055617,17.2426
1997.260274,0.00793,0.45236527,0.373132802,104.3768145,17.0064
1997.279452,0.00666,0.347065581,0.275571304,135.8044928,16.7702
1997.29589,0.0057,0.351391519,0.220275476,148.0974183,16.534
1997.315068,0.00498,0.350257793,0.233376313,157.4940687,16.2978
1997.334247,0.00476,0.449250921,0.243097803,139.3852765,16.0616
1997.350685,0.00428,0.406170628,0.220157414,142.548736,15.8254
1997.369863,0.00417,0.441006774,0.257756276,142.708819,15.5892
1997.389041,0.00426,0.419137306,0.268383109,136.4178295,15.353
1997.405479,0.00429,0.488590621,0.265658972,129.1414048,15.1168
1997.424658,0.00442,0.481598535,0.258537726,115.8203658,14.8806
1997.443836,0.00421,0.635302087,0.287589643,133.2886426,14.6444
1997.460274,0.00422,0.730888525,0.287410309,146.3309042,14.4082
1997.479452,0.00426,0.463538909,0.248753914,133.7523808,14.172
1997.49863,0.00418,0.58207709,0.214781001,108.6815181,13.9358
1997.515068,0.00416,0.660481705,0.190665508,116.6033838,13.6996
1997.534247,0.00418,0.556775546,0.182820184,108.8458323,13.4634
1997.553425,0.00413,0.597255666,0.215573804,108.012416,13.2272
1997.572603,0.00395,0.497969071,0.220358519,117.4138287,12.991
1997.591781,0.00393,0.474149414,0.205669702,136.6281999,12.7548
1997.610959,0.00402,0.665457122,0.25423198,145.7252985,12.5186
1997.632877,0.00395,0.576863058,0.250622739,136.3006853,12.2824
1997.652055,0.00391,0.480429487,0.305710164,122.4314895,12.0462
1997.671233,0.00388,0.501405271,0.324584157,115.8535103,11.81
1997.693151,0.00394,0.405691987,0.309280942,109.0284118,11.5738
1997.712329,0.00392,0.334277412,0.325348333,91.42566658,11.3376
1997.731507,0.00393,0.396006718,0.351967207,108.5232201,11.1014
1997.753425,0.0039,0.36819597,0.358767852,86.61384645,10.8652
1997.772603,0.00391,0.368530252,0.365651708,125.7541596,10.629
1997.791781,0.00387,0.285759578,0.412826865,128.4707444,10.3928
1997.813699,0.00398,0.322383273,0.450573309,123.7035957,10.1566
1997.821918,0.00383,0.3189867,0.462335409,116.1361973,9.9204
1997.832877,0.00383,0.368113581,0.455538895,136.7454432,9.6842
1997.843836,0.00404,0.455939775,0.491577046,153.5557856,9.448
1997.854795,0.00391,0.49976843,0.461937238,160.0451015,9.2118
1997.865753,0.00393,0.368878588,0.445451195,131.1114141,8.9756
1997.873973,0.00389,0.395920594,0.41495257,132.3075928,8.7394
1997.884932,0.00391,0.504156094,0.399101274,145.0169211,8.5032
1997.89589,0.00414,0.40220932,0.431369722,176.5623739,8.267
1997.906849,0.00395,0.343874228,0.461706657,145.3439593,8.0308
1997.917808,0.00394,0.34502267,0.478788749,161.1411682,7.7946
1997.926027,0.00406,0.398640539,0.48826104,193.5844723,7.5584
1997.936986,0.00406,0.438066819,0.420114523,179.4810054,7.3222
1997.947945,0.00375,0.373032993,0.405976172,163.8444456,7.086
1997.958904,0.00374,0.32090102,0.40948382,140.5127757,6.8498
1997.969863,0.00368,0.468229673,0.452700649,194.2352218,6.6136
1997.978082,0.00385,0.378689868,0.484701046,194.9970235,6.3774
1997.989041,0.00365,0.331587454,0.503895718,187.5945362,6.1412
1998,0.0036,0.304210581,0.533880677,182.3929008,5.905
1998.010959,0.00369,0.330647137,0.565169661,223.7827238,5.6688
1998.021918,0.00359,0.305287869,0.599694063,236.2182033,5.4326
1998.030137,0.00371,0.314598124,0.58408943,250.0122658,5.1964
1998.041096,0.0037,0.235638192,0.589691647,213.7425745,4.9602
1998.052055,0.00385,0.238342839,0.490867618,236.6113141,4.724
1998.063014,0.00428,0.184377639,0.3881933,269.7649713,4.4878
1998.073973,0.00439,0.133657896,0.381241697,235.2922131,4.2516
1998.082192,0.00546,0.184668049,0.334010808,231.8885281,4.0154
1998.093151,0.00735,0.202143849,0.394264753,196.3698785,3.7792
1998.10411,0.00846,0.228389524,0.585207114,223.4435011,3.543
1998.115068,0.00874,0.194507776,0.721949434,225.7939852,3.3068
1998.126027,0.00879,0.222039799,0.805271638,226.2700271,3.0706
1998.139726,0.00771,0.131061392,0.658324106,177.4482228,2.8344
1998.156164,0.00644,0.196251795,0.460099984,203.4853524,2.5982
1998.169863,0.00622,0.231003483,0.387689478,245.027241,2.362
1998.186301,0.00563,0.225821178,0.359848267,237.6772973,2.1258
1998.2,0.00551,0.241280057,0.362385679,216.2261,1.8896
1998.216438,0.00507,0.24114376,0.364450649,257.7383156,1.6534
1998.230137,0.00456,0.204267942,0.313102601,234.0401672,1.4172
1998.246575,0.00459,0.295492423,0.312356754,282.8312949,1.181
