Age,Ba,BaCa,Ca,MgCa,Mn,Pr,Sm,SrCa,Th,UCa,Y,YHo
-3931,5.347456744,0.004186679,372750.5333,4.161405125,1.110010129,7.348115845,9.577624654,9.016698163,0.001820211,0.001258582,222.091845,68.72222475
-3929,13.96466189,0.010842892,375859.8277,4.218767251,1.132084403,6.475133861,6.734025546,8.940349525,0.001814371,0.001226111,205.2656708,65.32521839
-3927,4.032072826,0.003101009,379459.9442,3.997618426,1.058374248,6.357108497,4.919951767,8.969119519,0.001506867,0.001300966,200.4908748,72.69613223
-3925,4.94660938,0.003883713,371707.3029,4.008062857,1.048146941,6.977929125,7.049078691,8.977324025,0.00158447,0.001287678,188.7084296,61.55643266
-3923,6.376261475,0.004945096,376298.0582,3.781017125,0.839213056,4.345887717,5.298052706,9.073972188,0.001523431,0.001420573,181.8100095,61.27259656
-3921,5.057864111,0.003955162,373201.5579,3.991865866,0.973808264,7.028243316,5.516539222,8.953361423,0.002089495,0.001261858,194.1017826,57.36246066
-3919,6.680251161,0.005223701,373211.5777,3.898331557,0.742796236,5.047479044,6.932906881,8.955061791,0.001278801,0.001289791,183.2444997,68.84319634
-3917,7.473160015,0.005835836,373716.1241,3.973247897,1.009311954,7.4281951,5.118166263,8.932242538,0.002422337,0.001289448,178.8586193,59.27247158
-3915,5.736209225,0.004451832,376033.7507,4.111064826,0.842580573,5.692377002,3.345216351,8.964325025,0.005910726,0.001226317,174.7906539,60.4239878
-3913,4.751929322,0.003763191,368514.2607,4.122005931,0.732534933,3.883268815,4.93227096,8.996504457,0.001258109,0.00127927,167.3528825,77.32674636
-3911,6.332268509,0.004943864,373794.9615,4.322284241,1.126652592,5.891032623,6.174453703,8.926071478,0.003573741,0.001246654,174.1766517,66.74211407
-3909,4.665477427,0.003660937,371915.6681,4.126787328,0.808356403,4.655978743,3.896944798,8.988463157,0.001872826,0.001305491,168.110773,79.92552036
-3907,4.407021699,0.003458506,371875.2778,3.929136872,0.800068605,5.921999662,5.110769175,9.044366374,0.004563154,0.0013699,177.5848656,61.9406539
-3905,4.85796799,0.003763997,376656.925,3.804762388,0.774921143,7.595708314,11.56020916,8.980011837,0.002147125,0.001372522,194.7155889,76.19874611
-3903,5.767671198,0.00447149,376433.969,3.693633879,0.886566534,7.089217491,11.99617725,9.0046292,0.001797314,0.001433703,211.2409841,63.01835533
-3901,4.992755238,0.003869379,376564.6846,3.920159075,0.735185821,5.197027114,5.985809947,8.934493034,0.001649848,0.001344081,178.3268398,61.59264148
-3899,5.32933374,0.004186507,371502.5018,3.97201187,1.382273933,29.05899676,24.11143435,9.015613814,0.027246131,0.001424624,252.0621927,45.86051036
-3897,4.940202615,0.003871113,372434.2154,3.791933888,0.675184285,5.5479036,4.943034789,9.10705106,0.001698087,0.001497674,194.019574,59.81889601
-3895,5.496746015,0.004325239,370882.3822,3.966312016,0.749107926,4.758795617,10.09578805,9.00510812,0.00185001,0.001415398,167.9192965,70.62104224
-3893,5.416542371,0.004205568,375870.4229,3.846955204,0.861580279,7.82814456,6.525082028,9.016525783,0.002027669,0.0014435,198.8806852,58.77226504
-3891,5.743269043,0.004488664,373407.1708,3.940956437,0.842982307,7.375662559,6.060151927,9.018996244,0.001814707,0.001437642,204.6832507,57.82299455
-3889,4.877036498,0.003907338,364263.5271,4.393379997,0.933515012,17.89057766,11.6979274,8.963033404,0.013109791,0.001245208,202.7149527,52.7865521
-3887,4.328183955,0.0033873,372900.2049,4.331162552,0.870062621,5.163773635,6.665988322,9.000111703,0.001360729,0.001231068,187.8049764,64.48670901
-3885,4.542132613,0.00354975,373424.4096,4.160856681,0.954843419,6.627943107,10.99537258,9.021543821,0.002341562,0.001311106,219.4990339,56.27154457
-3883,5.418886916,0.004262209,371035.9603,4.224844044,0.870875981,6.463061733,6.048694646,9.014501349,0.00303967,0.001295628,215.9610727,59.35858764
-3881,4.338632302,0.003430583,369084.269,4.236179079,0.984268406,5.237554544,6.32838737,9.030851349,0.001692441,0.00126039,187.7483416,61.76367635
-3879,4.862578047,0.00382669,370837.6905,4.038212061,0.914928362,7.454004659,4.706060942,9.099418664,0.002233854,0.00143563,247.6525157,46.32944132
-3877,4.428991496,0.003477719,371664.4241,3.997311398,0.819971287,5.512009569,8.992375219,9.148940369,0.0025163,0.001423416,257.3834522,55.51816955
-3875,5.409205273,0.004295936,367465.2236,4.078909119,0.813341311,9.047575419,8.271961658,9.090974596,0.003706323,0.006112011,289.7454838,48.72168297
-3873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-3867,5.288623268,0.004226915,365140.2855,4.420002775,2.14013921,69.41698526,51.25864437,9.032974754,0.13422185,0.001349513,405.3715726,36.16725909
-3865,4.201699679,0.003314307,369975.4049,4.204474725,0.699997841,7.132408867,4.390274066,8.973401867,0.001668236,0.001253658,209.2083837,64.50944367
-3863,4.571891353,0.003609022,369697.8949,3.989666875,0.74007466,6.721504423,7.773089978,9.033601584,0.001323914,0.001376964,223.8987595,60.54939375
-3861,6.290163355,0.004987703,368045.8819,4.053631861,0.974009272,10.80687988,11.48998752,9.004427147,0.00201171,0.001353279,252.1971433,67.02058214
-3859,6.388226624,0.005037494,370089.1557,4.079281924,0.7568914,8.831716358,8.65972137,9.019056804,0.007239213,0.001366515,207.5696416,57.54471659
-3857,6.512802974,0.005082356,373975.7597,4.065057769,0.864573845,7.640162271,7.883302703,8.962368971,0.001791035,0.001347113,212.3724395,66.84920465
-3855,5.461534094,0.004337331,367479.1605,3.985617579,0.638941043,6.318897856,6.244516948,9.072893141,0.002691534,0.001355563,194.2199363,56.64146659
-3853,5.906462611,0.004633289,372030.6231,4.144256395,0.660942602,5.184747279,2.204395318,8.923646517,0.001754444,0.001257287,169.0502052,63.10282273
-3851,7.163067631,0.005604602,372988.0283,4.039216274,0.740303577,6.440303464,3.992421781,8.947793081,0.001690059,0.001270997,204.7476638,61.98221273
-3849,5.060951123,0.003989551,370210.4729,3.998593083,0.652875135,5.319064173,6.117039403,8.973655798,0.001425989,0.001339934,189.4296759,57.37920425
-3847,4.618437999,0.003582115,376267.0674,4.164657108,0.865648379,7.039420525,7.887544343,8.877810946,0.001598596,0.001223421,169.8880796,61.64713498
-3845,4.733561231,0.003651279,378341.1527,4.149990407,0.926021745,7.10836782,6.97365115,8.914708549,0.001837378,0.001252017,202.9673868,61.19791761
-3843,5.945143358,0.004564834,380082.5857,4.099109098,0.776663512,8.074189372,6.997291966,8.854335171,0.001228901,0.001263182,206.5415741,66.75267767
-3841,4.996661819,0.003932121,370846.0905,4.092242076,0.729282932,5.60683231,6.763076355,8.893436088,0.001233237,0.001343963,196.2250344,78.81641397
-3839,4.804802493,0.003767863,372152.6425,4.045206788,0.83170123,6.053593764,5.912845369,8.972492397,0.001414213,0.001372169,204.7136131,61.15444425
-3837,4.909484149,0.003831268,373967.5657,4.095087852,0.69429768,10.13656852,8.287218997,8.937337923,0.002418342,0.00134441,240.9869678,64.39477399
-3835,4.574451493,0.003529762,378211.06,3.930777333,0.840785792,5.805915951,8.275842375,9.066009251,0.001653348,0.001502512,248.5185115,56.68603035
-3833,5.159574077,0.004012398,375275.6799,4.036087941,0.757436441,7.220951066,5.473530566,8.908938145,0.001664351,0.001428561,222.5638661,54.76745215
-3831,5.682001632,0.004487536,369516.6312,3.992872326,1.037407749,6.808388115,8.527050732,8.947897343,0.001782189,0.001388554,209.978857,49.25443752
-3829,6.049788276,0.004798921,367906.2567,4.20968797,1.305793343,10.11058771,12.12338215,9.003337393,0.002794153,0.001423867,256.6339382,43.79146984
-3827,6.29740278,0.004971523,369668.6693,4.096957112,0.742115103,6.004416436,5.127555928,9.023924244,0.004080921,0.001374064,196.6577863,66.02140911
-3825,6.079484704,0.004787314,370608.605,4.213779127,0.97740488,4.484976659,3.465831328,9.002577692,0.001494519,0.001302374,169.2593288,64.22008985
-3823,5.769869024,0.004534909,371311.1436,4.121807639,0.761667461,4.58944004,5.910882505,9.016172641,0.001545725,0.001386482,187.110296,76.20858836
-3821,5.819731855,0.004618018,367779.8988,4.119110847,0.740709333,5.339884913,4.124283757,8.99721173,0.001465359,0.001415056,171.3183791,68.167797
-3819,6.409461417,0.005063262,369429.6865,4.040796425,0.657967935,5.598713432,5.688368078,8.986515581,0.001212744,0.001383307,193.9099155,65.90575795
-3817,5.877288755,0.004618465,371381.2389,4.183605721,0.636609416,6.357143172,8.05482615,8.987550274,0.001885625,0.001384257,189.1772578,78.89309188
-3815,5.814428342,0.004601541,368760.442,4.222181095,0.622244461,6.387852632,8.876485749,8.967097825,0.001504442,0.001366701,203.074161,71.8603202
-3813,5.3120851,0.004235455,366020.6361,4.098699651,0.576909034,6.32188266,7.402875653,9.026565143,0.001439776,0.001445774,189.4731591,58.12230264
-3811,4.935426749,0.004227324,340721.7017,4.032949244,0.579354635,5.909051623,3.509588086,9.032618932,0.001205648,0.001455429,170.3184848,73.15266839
-3809,5.262137671,0.004140077,370932.1239,3.950822088,0.679574367,7.118871992,3.27023946,8.982757781,0.001131802,0.001482124,206.6237814,61.40514193
-3807,4.914313496,0.003882295,369415.3728,4.21570902,0.754022156,5.02100438,4.710859826,8.987340536,0.000764268,0.001421314,192.3655321,59.48167329
-3805,4.422482356,0.003523903,366254.3947,4.072456674,0.659649407,4.698409415,8.019773211,8.982610842,0.000758157,0.001404557,194.0525469,62.14548041
-3803,4.656679942,0.003746565,362730.2365,4.152501818,0.96060905,10.24818028,10.4844426,9.001200927,0.002051457,0.001374029,219.8646033,58.05762396
-3801,5.877261438,0.004593961,373360.4633,4.44526902,1.104172323,23.06959962,21.55889754,8.938932941,0.005388257,0.001384387,297.7716231,50.38500787