Age,BaCa
1965.0167,0.00473
1965.0347,0.00452
1965.0527,0.00438
1965.0708,0.0046
1965.0889,0.00424
1965.1069,0.00444
1965.125,0.00438
1965.1431,0.00434
1965.1611,0.00456
1965.1792,0.00436
1965.1973,0.00451
1965.2153,0.00465
1965.2333,0.00451
1965.2513,0.00442
1965.2694,0.00452
1965.2875,0.00455
1965.3055,0.00458
1965.3236,0.00489
1965.3417,0.00467
1965.3597,0.00457
1965.3778,0.00476
1965.3959,0.00487
1965.4139,0.00476
1965.4319,0.00469
1965.45,0.00478
1965.468,0.00521
1965.4861,0.00493
1965.5042,0.00515
1965.5222,0.00501
1965.5403,0.00494
1965.5583,0.00485
1965.5764,0.00481
1965.5945,0.00494
1965.6125,0.00513
1965.6306,0.00471
1965.6486,0.00457
1965.6666,0.0042
1965.6847,0.00416
1965.7028,0.00418
1965.7208,0.00438
1965.7389,0.00422
1965.757,0.00419
1965.775,0.00414
1965.7931,0.00424
1965.8112,0.00412
1965.8292,0.00435
1965.8472,0.00408
1965.8652,0.00416
1965.8833,0.00377
1965.9014,0.00387
1965.9194,0.00392
1965.9375,0.004
1965.9556,0.00402
1965.9736,0.00378
1965.9917,0.00378
1966.0098,0.00387
1966.0278,0.00383
1966.0458,0.00371
1966.0638,0.00376
1966.0819,0.00384
1966.1,0.00388
1966.118,0.00383
1966.1361,0.00386
1966.1542,0.00408
1966.1722,0.00413
1966.1903,0.00401
1966.2084,0.00404
1966.2264,0.0041
1966.2444,0.00399
1966.2625,0.00386
1966.2805,0.0042
1966.2986,0.00414
1966.3167,0.00406
1966.3347,0.00371
1966.3528,0.00382
1966.3708,0.00372
1966.3889,0.00394
1966.407,0.00388
1966.425,0.00421
1966.4431,0.0039
1966.4611,0.00404
1966.4791,0.00367
1966.4972,0.0037
1966.5153,0.00383
1966.5333,0.00388
1966.5514,0.0039
1966.5695,0.00404
1966.5875,0.00402
1966.6056,0.0039
1966.6237,0.00387
1966.6417,0.00372
1966.6597,0.00366
1966.6777,0.00377
1966.6958,0.00419
1966.7139,0.00372
1966.7319,0.00365
1966.75,0.00372
1966.7681,0.00395
1966.7861,0.00386
1966.8042,0.00401
1966.8223,0.00413
1966.8403,0.00428
1966.8583,0.00433
1966.8763,0.00442
1966.8944,0.00461
1966.9125,0.00502
1966.9305,0.00514
1966.9486,0.00511
1966.9667,0.0051
1966.9847,0.00478
1967.0028,0.00507
1967.0209,0.00444
1967.0389,0.00431
1967.0569,0.00417
1967.075,0.00436
1967.093,0.00434
1967.1111,0.00412
1967.1292,0.00421
1967.1472,0.00427
1967.1653,0.00417
1967.1833,0.00418
1967.2014,0.0042
1967.2195,0.00427
1967.2375,0.00412
1967.2556,0.00422
1967.2736,0.00418
1967.2916,0.00419
1967.3097,0.00403
1967.3278,0.00408
1967.3458,0.00413
1967.3639,0.00406
1967.382,0.00393
1967.4,0.00407
1967.4181,0.00388
1967.4362,0.00399
1967.4542,0.00406
1967.4722,0.00407
1967.4902,0.00401
1967.5083,0.00382
1967.5264,0.00395
1967.5444,0.00373
1967.5625,0.00392
1967.5806,0.00397
1967.5986,0.004
1967.6167,0.00405
1967.6348,0.00403
1967.6528,0.00404
1967.6708,0.00408
1967.6888,0.00394
1967.7069,0.00422
1967.725,0.00417
1967.743,0.00401
1967.7611,0.0039
1967.7792,0.00388
1967.7972,0.00382
1967.8153,0.00381
1967.8334,0.00385
1967.8514,0.00375
1967.8694,0.00368
1967.8875,0.00369
1967.9055,0.00383
1967.9236,0.00361
1967.9417,0.00383
1967.9597,0.00372
1967.9778,0.00376
1967.9958,0.00385
1968.0139,0.00484
1968.032,0.0068
1968.05,0.00856
1968.0681,0.00883
1968.0861,0.00939
1968.1041,0.01091
1968.1222,0.01158
1968.1403,0.0146
1968.1583,0.01532
1968.1764,0.01504
1968.1945,0.01444
1968.2125,0.01296
1968.2306,0.00975
1968.2487,0.00837
1968.2667,0.00664
1968.2847,0.00644
1968.3027,0.00626
1968.3208,0.00604
1968.3389,0.00547
1968.3569,0.00561
1968.375,0.00545
1968.3931,0.00572
1968.4111,0.00571
1968.4292,0.00581
1968.4473,0.00554
1968.4653,0.0053
1968.4833,0.00531
1968.5013,0.00535
1968.5194,0.00546
1968.5375,0.00531
1968.5555,0.00509
1968.5736,0.00572
1968.5917,0.00564
1968.6097,0.00564
1968.6278,0.00534
1968.6459,0.00512
1968.6639,0.00542
1968.6819,0.00549
1968.7,0.00576
1968.718,0.00582
1968.7361,0.0057
1968.7542,0.00429
1968.7722,0.00426
1968.7903,0.00404
1968.8083,0.00399
1968.8264,0.00392
1968.8445,0.00394
1968.8625,0.00399
1968.8806,0.00404
1968.8986,0.00396
1968.9166,0.00414
1968.9347,0.00437
1968.9528,0.00433
1968.9708,0.00423
1968.9889,0.00452
1969.007,0.0047
1969.025,0.0044
1969.0431,0.00372
1969.0612,0.00368
1969.0792,0.00383
1969.0972,0.00387
1969.1152,0.00396
1969.1333,0.004
1969.1514,0.00407
1969.1694,0.00418
1969.1875,0.00428
1969.2056,0.00404
1969.2236,0.00398
1969.2417,0.00377
1969.2598,0.0039
1969.2778,0.0036
1969.2958,0.00351
1969.3138,0.00371
1969.3319,0.00372
1969.35,0.00369
1969.368,0.00411
1969.3861,0.0038
1969.4042,0.00382
1969.4222,0.00397
1969.4403,0.00401
1969.4584,0.00424
1969.4764,0.00411
1969.4944,0.00418
1969.5125,0.00402
1969.5305,0.00409
1969.5486,0.00428
1969.5667,0.00402
1969.5847,0.00393
1969.6028,0.00381
1969.6208,0.00403
1969.6389,0.00405
1969.657,0.00397
1969.675,0.00403
1969.6931,0.00402
1969.7111,0.00438
1969.7291,0.00424
1969.7472,0.00406
1969.7653,0.00391
1969.7833,0.00402
1969.8014,0.00398
1969.8195,0.00401
1969.8375,0.00388
1969.8556,0.00439
1969.8737,0.00423
1969.8917,0.00434
1969.8942,0.00406
1969.8966,0.00387
1969.899,0.00417
1969.9016,0.00415
1969.9043,0.00402
1969.9069,0.00418
1969.9094,0.00392
1969.9119,0.00384
1969.9143,0.0039
1969.9169,0.00393
1969.9193,0.00383
1969.9219,0.00386
1969.9244,0.00399
1969.927,0.00385
1969.9296,0.00385
1969.9321,0.00375
1969.9346,0.0036
1969.937,0.00368
1969.9396,0.00363
1969.942,0.00355
1969.9446,0.00355
1969.9471,0.0036
1969.9497,0.00336
1969.9523,0.00351
1969.9548,0.00364
1969.9573,0.00355
1969.9597,0.00374
1969.9622,0.00361
1969.9647,0.00361
1969.9674,0.0036
1969.97,0.00355
1969.9725,0.00361
1969.975,0.00348
1969.9852,0.00333
1969.9954,0.00323
1970.0056,0.00333
1970.016,0.00324
1970.0266,0.00334
1970.0372,0.00354
1970.048,0.0036
1970.0583,0.00363
1970.0685,0.00361
1970.0787,0.00356
1970.089,0.00365
1970.0991,0.0035
1970.1097,0.00399
1970.1205,0.00514
1970.1311,0.00631
1970.1417,0.01039
1970.1544,0.01088
1970.1672,0.00996
1970.1801,0.0098
1970.1927,0.00822
1970.2059,0.00761
1970.2192,0.00747
1970.2325,0.00741
1970.246,0.00753
1970.2588,0.00724
1970.2716,0.00758
1970.2843,0.00705
1970.2971,0.00702
1970.3101,0.0068
1970.3234,0.00605
1970.3367,0.0062
1970.3501,0.00559
1970.3632,0.00537
1970.376,0.00559
1970.3887,0.00564
1970.4015,0.00563
1970.4143,0.00564
1970.4275,0.00547
1970.4408,0.00574
1970.4542,0.00531
1970.4675,0.00521
1970.4803,0.00499
1970.493,0.005
1970.5059,0.00509
1970.5187,0.00476
1970.5316,0.00468
1970.545,0.00503
1970.5583,0.0048
1970.5732,0.00496
1970.5876,0.00477
1970.6019,0.00477
1970.6162,0.00484
1970.6304,0.00483
1970.6447,0.00443
1970.6595,0.00429
1970.6744,0.00399
1970.6893,0.0039
1970.7041,0.00383
1970.7183,0.0038
1970.7325,0.00376
1970.7468,0.00377
1970.761,0.00371
1970.7756,0.0038
1970.7905,0.00399
1970.8054,0.00388
1970.8203,0.00379
1970.8347,0.0036
1970.8489,0.00372
1970.8632,0.0037
1970.8774,0.00396
1970.8918,0.00393
1970.9067,0.00396
1970.9215,0.0039
1970.9364,0.00398
1970.951,0.00411
1970.9653,0.00381
1970.9795,0.00394
1970.9938,0.00396
1971.0081,0.00376
1971.0228,0.00375
1971.0377,0.00385
1971.0526,0.0038
1971.0674,0.00383
1971.0817,0.00394
1971.0958,0.00341
1971.1101,0.00366
1971.1244,0.00399
1971.1389,0.00411
1971.1538,0.00419
1971.1687,0.00452
1971.1836,0.00508
1971.198,0.00595
1971.2123,0.00585
1971.2264,0.00667
1971.2407,0.0068
1971.255,0.00721
1971.2699,0.00625
1971.2848,0.00603
1971.2997,0.00646
1971.3143,0.00689
1971.3286,0.00603
1971.3429,0.0056
1971.3571,0.00579
1971.3713,0.00514
1971.386,0.00528
1971.4009,0.00523
1971.4158,0.00556
1971.4307,0.0056
1971.4441,0.00573
1971.4547,0.00601
1971.4662,0.00617
1971.4764,0.00605
1971.4883,0.00629
1971.4985,0.00605
1971.5104,0.00608
1971.5208,0.00599
1971.5321,0.00588
1971.5428,0.00606
1971.554,0.00597
1971.5649,0.0059
1971.5757,0.00593
1971.5872,0.00611
1971.5974,0.00597
1971.6093,0.00623
1971.6195,0.00622
1971.6313,0.00586
1971.6417,0.00613
1971.6533,0.00608
1971.6642,0.00616
1971.6754,0.00571
1971.6866,0.00559
1971.6976,0.0049
1971.7092,0.00491
1971.7197,0.00472
1971.7317,0.00456
1971.7421,0.00458
1971.7542,0.00481
1971.7646,0.00454
1971.7762,0.00474
1971.7871,0.00453
1971.7985,0.00481
1971.8096,0.00464
1971.8206,0.00442
1971.8322,0.00439
1971.8427,0.00405
1971.8546,0.00408
1971.865,0.00425
1971.8771,0.00419
1971.8876,0.00406
1971.8993,0.00382
1971.91,0.00382
1971.9214,0.00366
1971.9326,0.00357
1971.9435,0.00355
1971.9551,0.00357
1971.9657,0.00365
1971.9775,0.00364
1971.988,0.00364
1972.0001,0.00392
1972.0105,0.00354
1972.0222,0.00339
1972.033,0.00358
1972.0443,0.00354
1972.0555,0.00347
1972.0665,0.0036
1972.078,0.00364
1972.0886,0.00362
1972.1006,0.00367
1972.111,0.00375
1972.123,0.00409
1972.1334,0.00415
1972.1451,0.00466
1972.1559,0.00549
1972.1674,0.00652
1972.1785,0.00796
1972.1895,0.00768
1972.2009,0.00766
1972.2115,0.00803
1972.2235,0.00744
1972.2339,0.00852
1972.246,0.00898
1972.2563,0.00744
1972.2682,0.00721
1972.2789,0.00734
1972.2903,0.00676
1972.3014,0.0066
1972.3124,0.0084
1972.3239,0.00817
1972.3346,0.00901
1972.3464,0.00821
1972.3568,0.0092
1972.3689,0.00782
1972.3793,0.00738
1972.3911,0.00687
1972.4019,0.00599
1972.4132,0.00591
1972.4243,0.00526
1972.4354,0.00546
1972.4469,0.00558
1972.4575,0.00567
1972.4694,0.00533
1972.4797,0.00552
1972.4918,0.00525
1972.5022,0.00555
1972.514,0.00566
1972.5248,0.00582
1972.5363,0.00542
1972.5472,0.00534
1972.5583,0.00523
1972.5691,0.00502
1972.5792,0.00507
1972.5903,0.00512
1972.6001,0.00523
1972.6116,0.00502
1972.6213,0.00478
1972.6326,0.00468
1972.6426,0.00426
1972.6533,0.00399
1972.6638,0.00402
1972.6742,0.00411
1972.6851,0.00413
1972.6951,0.00407
1972.7062,0.00395
1972.7161,0.00387
1972.7274,0.00374
1972.7373,0.00375
1972.7484,0.00377
1972.7584,0.0038
1972.7693,0.00374
1972.7797,0.00357
1972.7902,0.0035
1972.8009,0.00375
1972.811,0.00398
1972.8221,0.00412
1972.8319,0.0042
1972.8434,0.0043
1972.8531,0.00414
1972.8644,0.00418
1972.8744,0.00436
1972.8853,0.00415
1972.8955,0.00416
1972.906,0.0041
1972.9167,0.00401
1972.9269,0.00393
1972.938,0.00403
1972.9478,0.00392
1972.9592,0.00403
1972.969,0.00389
1972.9802,0.00361
1972.9902,0.00344
1973.0011,0.00345
1973.0115,0.00343
1973.022,0.00368
1973.0327,0.00375
1973.0428,0.00387
1973.0538,0.00392
1973.0637,0.00389
1973.0751,0.0039
1973.085,0.00405
1973.0962,0.00406
1973.1061,0.00408
1973.1171,0.00492
1973.1273,0.00515
1973.1379,0.00571
1973.1486,0.00617
1973.1587,0.0072
1973.1698,0.00678
1973.1796,0.00692
1973.191,0.0064
1973.2008,0.00602
1973.212,0.00539
1973.222,0.00527
1973.2329,0.00472
1973.2433,0.0046
1973.2538,0.00457
1973.2644,0.00488
1973.2747,0.00485
1973.2856,0.00474
1973.2955,0.00492
1973.3069,0.00481
1973.3167,0.00472
1973.328,0.00472
1973.3379,0.00464
1973.3489,0.00447
1973.3591,0.00466
1973.3698,0.00466
1973.3804,0.00456
1973.3905,0.00484
1973.4016,0.00456
1973.4114,0.00448
1973.4227,0.00446
1973.4326,0.00442
1973.4438,0.00449
1973.4537,0.00424
1973.4647,0.00431
1973.475,0.00434
1973.4875,0.00415
1973.5,0.00431
1973.5121,0.0042
1973.525,0.00445
1973.5366,0.00441
1973.55,0.00449
1973.5615,0.00431
1973.5748,0.0045
1973.5865,0.00435
1973.5995,0.00418
1973.6116,0.00428
1973.624,0.00395
1973.6365,0.00408
1973.6486,0.00401
1973.6615,0.00419
1973.6732,0.00415
1973.6865,0.00421
1973.698,0.00403
1973.7114,0.00397
1973.723,0.00398
1973.736,0.00396
1973.748,0.00412
1973.7606,0.00377
1973.7731,0.00386
1973.7852,0.00368
1973.798,0.00379
1973.8097,0.00378
1973.823,0.00374
1973.8346,0.00378
1973.848,0.00387
1973.8596,0.00391
1973.8726,0.00391
1973.8845,0.0039
1973.8971,0.00393
1973.9095,0.004
1973.9218,0.00385
1973.9346,0.00403
1973.9463,0.00392
1973.9596,0.00401
1973.9711,0.00416
1973.9845,0.00429
1973.9961,0.00416
1974.0092,0.00413
1974.0211,0.00427
1974.0337,0.00433
1974.046,0.00487
1974.0582,0.00536
1974.071,0.00957
1974.0829,0.01034
1974.0961,0.01033
1974.1077,0.01069
1974.1211,0.0121
1974.1326,0.01256
1974.1456,0.01201
1974.1576,0.01176
1974.1703,0.01279
1974.1826,0.01269
1974.1948,0.00869
1974.2076,0.00756
1974.2194,0.00733
1974.2325,0.00728
1974.2441,0.00753
1974.2576,0.00723
1974.2692,0.00724
1974.2822,0.00781
1974.2941,0.0074
1974.3068,0.00743
1974.3191,0.00764
1974.3313,0.00799
1974.3441,0.00725
1974.356,0.00701
1974.3691,0.00666
1974.3806,0.00674
1974.3942,0.00638
1974.4056,0.00607
1974.4187,0.0061
1974.4307,0.00593
1974.4434,0.006
1974.4587,0.00596
1974.475,0.0057
1974.4908,0.00586
1974.5068,0.00582
1974.5228,0.00556
1974.5387,0.0054
1974.5543,0.00549
1974.5696,0.00544
1974.585,0.00528
1974.6003,0.00522
1974.6157,0.00554
1974.6312,0.00512
1974.6472,0.0054
1974.6631,0.00546
1974.6791,0.00545
1974.6949,0.00506
1974.7103,0.00485
1974.7256,0.00477
1974.741,0.00432
1974.7563,0.00437
1974.7717,0.00425
1974.7875,0.00416
1974.8035,0.00389
1974.8193,0.00396
1974.8353,0.00377
1974.851,0.0038
1974.8663,0.00395
1974.8816,0.00394
1974.897,0.004
1974.9124,0.00381
1974.9279,0.00364
1974.9437,0.00399
1974.9597,0.00385
1974.9757,0.00334
1974.9916,0.0033
1975.007,0.00307
1975.0223,0.00286
1975.0377,0.00282
1975.053,0.00275
1975.0684,0.00396
1975.0841,0.00434
1975.1001,0.00579
1975.116,0.00619
1975.132,0.0065
1975.1476,0.00726
1975.163,0.00798
1975.1783,0.0082
1975.1937,0.00814
1975.209,0.00729
1975.2245,0.00637
1975.2404,0.00672
1975.2563,0.00618
1975.2722,0.00608
1975.2882,0.00598
1975.3036,0.00608
1975.319,0.00617
1975.3344,0.00634
1975.3497,0.0064
1975.365,0.00642
1975.3807,0.00645
1975.3966,0.00642
1975.4126,0.00627
1975.4286,0.0061
1975.4443,0.00581
1975.4596,0.00542
1975.475,0.00545
1975.4874,0.0052
1975.4998,0.00516
1975.5122,0.00527
1975.525,0.00498
1975.5378,0.00465
1975.5508,0.00451
1975.5636,0.00474
1975.5762,0.00504
1975.5885,0.00528
1975.6008,0.0054
1975.6133,0.00547
1975.6256,0.00551
1975.6382,0.00538
1975.6511,0.00469
1975.6639,0.00466
1975.6769,0.00442
1975.6896,0.00429
1975.702,0.00436
1975.7144,0.0043
1975.7268,0.00422
1975.7391,0.00422
1975.7515,0.00414
1975.7643,0.00417
1975.7772,0.00421
1975.79,0.00421
1975.803,0.00416
1975.8154,0.00442
1975.8279,0.00443
1975.8402,0.0044
1975.8527,0.0044
1975.865,0.0046
1975.8776,0.00468
1975.8904,0.00481
1975.9033,0.00444
1975.9161,0.00437
1975.929,0.00397
1975.9414,0.00412
1975.9537,0.0041
1975.9661,0.00417
1975.9785,0.00424
1975.9908,0.00433
1976.0037,0.00437
1976.0165,0.0047
1976.0294,0.00568
1976.0422,0.00646
1976.0548,0.00637
1976.0673,0.00599
1976.0796,0.0057
1976.092,0.00519
1976.1044,0.00525
1976.1168,0.00549
1976.1298,0.00639
1976.1426,0.00651
1976.1555,0.00656
1976.1683,0.00672
1976.1807,0.00644
1976.1931,0.00657
1976.2054,0.0068
1976.2179,0.00682
1976.2302,0.00675
1976.2429,0.00672
1976.2559,0.00682
1976.2687,0.00717
1976.2815,0.00707
1976.2942,0.00709
1976.3066,0.00702
1976.319,0.00671
1976.3313,0.00622
1976.3438,0.00585
1976.3562,0.00543
1976.369,0.00569
1976.382,0.0057
1976.3948,0.00571
1976.4076,0.00572
1976.42,0.00577
1976.4325,0.0055
1976.4448,0.00536
1976.4573,0.0058
1976.4696,0.00615
1976.4823,0.00583
1976.4951,0.00583
1976.5081,0.00609
1976.5209,0.00619
1976.5336,0.00611
1976.5459,0.00624
1976.5583,0.0063
1976.575,0.00592
1976.5916,0.00643
1976.6083,0.00607
1976.6255,0.00558
1976.6428,0.00517
1976.66,0.00534
1976.6774,0.00484
1976.6941,0.00481
1976.7108,0.00416
1976.7274,0.00388
1976.744,0.00377
1976.7606,0.00384
1976.7776,0.00381
1976.7949,0.0038
1976.8121,0.00385
1976.8295,0.00392
1976.8466,0.0038
1976.8632,0.00419
1976.8799,0.00385
1976.8965,0.00389
1976.9131,0.00381
1976.9297,0.00399
1976.9469,0.00433
1976.9642,0.00382
1976.9814,0.00412
1976.9988,0.00403
1977.0156,0.00414
1977.0322,0.00417
1977.0488,0.00381
1977.0656,0.00412
1977.0822,0.00441
1977.099,0.00471
1977.1163,0.00504
1977.1335,0.00517
1977.1509,0.00548
1977.1681,0.00559
1977.1847,0.00589
1977.2013,0.00611
1977.2179,0.00559
1977.2346,0.00441
1977.2512,0.00488
1977.2683,0.00582
1977.2856,0.00715
1977.3029,0.00722
1977.3202,0.0065
1977.3372,0.00744
1977.3538,0.00743
1977.3704,0.00623
1977.387,0.00672
1977.4037,0.00648
1977.4204,0.00634
1977.4377,0.00614
1977.455,0.00615
1977.4723,0.00585
1977.4895,0.00588
1977.5065,0.00452
1977.5233,0.00476
1977.5403,0.00464
1977.5583,0.00459
1977.574,0.00455
1977.5889,0.00464
1977.6035,0.00483
1977.618,0.005
1977.6332,0.005
1977.6488,0.00437
1977.6642,0.00404
1977.6787,0.00381
1977.6932,0.00384
1977.708,0.00379
1977.7236,0.00395
1977.7393,0.00405
1977.754,0.00405
1977.7686,0.00399
1977.7831,0.00399
1977.7985,0.00387
1977.8141,0.0037
1977.8292,0.00391
1977.8438,0.00402
1977.8584,0.00399
1977.8733,0.00407
1977.8889,0.0041
1977.9045,0.00415
1977.9191,0.00416
1977.9336,0.00438
1977.9482,0.00419
1977.9637,0.00425
1977.9794,0.00406
1977.9943,0.00387
1978.0089,0.00388
1978.0234,0.00404
1978.0386,0.00431
1978.0542,0.00522
1978.0696,0.00599
1978.0841,0.00677
1978.0988,0.00698
1978.1134,0.00667
1978.129,0.00614
1978.1447,0.00603
1978.1594,0.00611
1978.174,0.00654
1978.1885,0.00596
1978.2039,0.00509
1978.2195,0.0042
1978.2346,0.00403
1978.2493,0.00428
1978.2638,0.00425
1978.2787,0.00463
1978.2943,0.00459
1978.3099,0.00472
1978.3245,0.00511
1978.3391,0.00505
1978.3536,0.00499
1978.3691,0.0049
1978.3848,0.00499
1978.3998,0.00502
1978.4143,0.0048
1978.4288,0.00486
1978.444,0.00501
1978.4596,0.00484
1978.475,0.00489
1978.4912,0.00442
1978.5073,0.00488
1978.5237,0.00442
1978.541,0.00423
1978.5583,0.00447
1978.5747,0.00429
1978.5908,0.00438
1978.6071,0.00434
1978.624,0.00415
1978.6414,0.00411
1978.6582,0.00408
1978.6744,0.00395
1978.6906,0.00416
1978.7072,0.00417
1978.7245,0.00417
1978.7418,0.00425
1978.7579,0.00429
1978.7742,0.00425
1978.7903,0.00417
1978.8076,0.00413
1978.8248,0.00407
1978.8416,0.00403
1978.8577,0.00419
1978.8738,0.00419
1978.8906,0.00398
1978.908,0.00389
1978.925,0.00394
1978.9412,0.00381
1978.9574,0.00365
1978.9738,0.00377
1978.9911,0.00369
1979.0083,0.00357
1979.0248,0.0039
1979.0409,0.00381
1979.0571,0.00396
1979.0741,0.00466
1979.0914,0.00458
1979.1083,0.0044
1979.1245,0.00467
1979.1406,0.00648
1979.1572,0.00818
1979.1746,0.0084
1979.1918,0.00823
1979.208,0.00891
1979.2241,0.00895
1979.2404,0.00976
1979.2576,0.01054
1979.2749,0.0101
1979.2915,0.00761
1979.3077,0.00728
1979.3239,0.00613
1979.3407,0.00575
1979.358,0.00524
1979.3751,0.00511
1979.3912,0.00496
1979.4075,0.00519
1979.4237,0.00495
1979.441,0.00507
1979.4584,0.00485
1979.4749,0.00484
1979.491,0.00489
1979.5071,0.00481
1979.5242,0.00493
1979.5415,0.00523
1979.5583,0.00515
1979.5709,0.00544
1979.5836,0.00529
1979.5966,0.00515
1979.6101,0.00472
1979.6237,0.00473
1979.6362,0.00467
1979.6489,0.00505
1979.6616,0.00474
1979.675,0.00505
1979.6886,0.00483
1979.7015,0.00462
1979.7142,0.00518
1979.7269,0.00495
1979.74,0.0047
1979.7535,0.00429
1979.7668,0.0042
1979.7795,0.00446
1979.7922,0.00413
1979.8049,0.00417
1979.8185,0.00414
1979.832,0.00395
1979.8448,0.0037
1979.8575,0.00364
1979.8701,0.00337
1979.8834,0.00395
1979.897,0.00381
1979.9102,0.00371
1979.9229,0.00371
1979.9354,0.00393
1979.9484,0.00402
1979.9619,0.00397
1979.9755,0.00372
1979.9882,0.0039
1980.0007,0.00403
1980.0134,0.00439
1980.0269,0.00448
1980.0404,0.0044
1980.0535,0.00422
1980.066,0.00417
1980.0787,0.00393
1980.0918,0.00457
1980.1053,0.00495
1980.1188,0.0049
1980.1313,0.00527
1980.144,0.00614
1980.1567,0.00591
1980.1703,0.0056
1980.1838,0.0056
1980.1967,0.00554
1980.2094,0.00539
1980.2219,0.00513
1980.2352,0.00514
1980.2488,0.00471
1980.262,0.00498
1980.2747,0.00519
1980.2872,0.00505
1980.3002,0.00462
1980.3195,0.0043
1980.3389,0.00435
1980.3583,0.00419
1980.3777,0.00417
1980.3971,0.00406
1980.4165,0.0041
1980.4359,0.00427
1980.4553,0.0041
1980.4747,0.00388
1980.4941,0.00433
1980.5137,0.00406
1980.5331,0.00381
1980.5525,0.00374
1980.5719,0.00386
1980.5913,0.00379
1980.6107,0.00371
1980.6301,0.00369
1980.6495,0.0036
1980.6689,0.00374
1980.6884,0.00368
1980.7078,0.00372
1980.7272,0.00382
1980.7467,0.00386
1980.7661,0.00387
1980.7855,0.00403
1980.8049,0.00399
1980.8243,0.00391
1980.8437,0.00398
1980.8632,0.00399
1980.8826,0.00394
1980.902,0.00414
1980.9214,0.00505
1980.9408,0.00554
1980.9603,0.00434
1980.9797,0.00583
1980.9991,0.00828
1981.0186,0.01162
1981.038,0.01137
1981.0574,0.01302
1981.0768,0.01263
1981.0962,0.01266
1981.1156,0.01064
1981.135,0.00737
1981.1544,0.00692
1981.1738,0.00664
1981.1934,0.00655
1981.2128,0.00618
1981.2322,0.00656
1981.2516,0.00662
1981.271,0.00652
1981.2904,0.00646
1981.3098,0.00675
1981.3292,0.00631
1981.3486,0.00613
1981.368,0.00619
1981.3875,0.00627
1981.4069,0.00602
1981.4264,0.00555
1981.4458,0.00541
1981.4652,0.00519
1981.4846,0.00486
1981.504,0.00499
1981.5234,0.00501
1981.5428,0.00487
1981.5623,0.00518
1981.5817,0.0049
1981.6011,0.00458
1981.6205,0.00474
1981.64,0.00469
1981.6594,0.00485
1981.6788,0.00491
1981.6982,0.00486
1981.7177,0.00477
1981.7371,0.00474
1981.7565,0.00481
1981.7759,0.00471
1981.7953,0.00489
