Age,BaCa,BCa,BMg,d11B,LiCa,LiMg,MgCa,SrCa,UB,UCa,USr,d11B_pHcf_pres
2006.738334,0.001596962,0.4682368,110.0817,23.9864,0.006499971,1.528132,4.253539,9.074475793,0.002399,0.001123173,0.123773,8.504268765
2006.958334,0.001406254,0.4267665,94.80233,23.43185,0.006229389,1.383802,4.501646,8.939578186,0.002467,0.001052861,0.117775,8.432779403
2007.208334,0.00141453,0.3925838,86.09151,22.35889,0.006231562,1.366548,4.560075,8.906915269,0.002659,0.001043938,0.117205,8.349437794
2007.408334,0.001432064,0.4240018,96.78685,22.83053,0.006565336,1.498669,4.380779,9.015620127,0.00263,0.001115287,0.123706,8.420369157
2007.508334,0.001431644,0.4629745,107.7936,23.30678,0.006764883,1.575057,4.295008,9.077146316,0.002418,0.001119585,0.123341,8.465817352
2007.658334,0.001496188,0.4613495,109.2799,23.31012,0.006680337,1.582372,4.221723,9.084038663,0.002407,0.001110426,0.122239,8.465517028
2007.808334,0.001620042,0.4027113,90.48378,22.16241,0.00643258,1.445314,4.450647,8.957020365,0.002661,0.001071805,0.119661,8.361264786
2007.878334,0.001935043,0.3955004,84.49326,21.87677,0.006176007,1.31942,4.680851,8.887187635,0.002622,0.001036904,0.116674,8.326332951
2008.008334,0.002093687,0.3551905,74.97132,21.84222,0.006146019,1.297262,4.737685,8.860686778,0.002862,0.001016723,0.114745,8.30477988
2008.158334,0.00202687,0.3615188,75.75467,21.90347,0.006155025,1.289758,4.772231,8.858302777,0.002778,0.001004309,0.113375,8.308371237
2008.228334,0.001935086,0.3870957,81.27577,22.00212,0.006375781,1.338678,4.762745,8.9038526,0.002637,0.001020613,0.114626,8.331129613
2008.328334,0.001805519,0.4177134,91.34084,22.79582,0.006594229,1.441951,4.573129,8.973551971,0.002537,0.001059734,0.118095,8.412218424
2008.408334,0.001674957,0.4659349,107.3226,23.67028,0.006790968,1.564219,4.341444,9.046089841,0.00234,0.001090152,0.120511,8.481531956
2008.674124,0.001802101,0.4808514,111.8594,23.57215,0.006778915,1.576964,4.298711,9.065269192,0.002303,0.001107562,0.122176,8.462173345
2008.816229,0.001990979,0.4200628,94.50383,22.73709,0.006481983,1.458288,4.444928,8.950493396,0.002583,0.001085223,0.121247,8.399070372
2008.958334,0.002263805,0.3564193,76.87711,21.626,0.006058895,1.306861,4.636222,8.846227894,0.002947,0.001050443,0.118745,8.288676451
2009.058334,0.002268859,0.3337494,72.74587,21.21205,0.006063074,1.321541,4.587882,8.842333783,0.003196,0.001066724,0.120638,8.261693794
2009.108334,0.002401544,0.331198,72.72334,21.62265,0.005859255,1.286556,4.554218,8.846963003,0.003273,0.001084059,0.122535,8.291600105
2009.158334,0.002336063,0.3405074,72.9788,21.49415,0.006024307,1.291152,4.665841,8.843470311,0.003084,0.001050253,0.11876,8.282361804
2009.233334,0.00198016,0.3627284,77.81616,22.22349,0.006190389,1.328025,4.661351,8.862914666,0.0029,0.001052015,0.118698,8.342920141
2009.328334,0.00172317,0.4186844,91.11723,23.05758,0.006541474,1.423605,4.595007,8.93094936,0.002519,0.001054486,0.118071,8.420023687
2009.558334,0.001787381,0.4529556,104.1985,23.41212,0.006715887,1.544931,4.347046,9.045621315,0.002421,0.001096559,0.121225,8.458181407
2009.758334,0.001784514,0.4153408,94.60985,22.36496,0.00652347,1.485971,4.390038,8.974578722,0.002629,0.001092007,0.121678,8.37422729
2009.873334,0.001760301,0.3871587,85.32203,22.26773,0.00641866,1.414544,4.537617,8.914330455,0.002767,0.001071188,0.120165,8.363031184
2009.933334,0.001885948,0.3621289,80.4124,21.95664,0.006183419,1.373057,4.503396,8.892246284,0.003014,0.001091319,0.122727,8.321264079
2010.008334,0.002074217,0.3419325,75.6827,21.68829,0.005951146,1.317216,4.517974,8.828990444,0.00318,0.001087258,0.123146,8.297350666
2010.108334,0.001952809,0.3449199,74.19788,21.78697,0.005917118,1.272868,4.648649,8.817699102,0.003068,0.001058094,0.119997,8.301555621
2010.158334,0.001771602,0.3679241,77.25696,22.36298,0.006167662,1.29509,4.762343,8.822941324,0.002764,0.001016977,0.115265,8.340738176
2010.283175,0.001562669,0.4254404,90.37378,23.34609,0.006414736,1.362644,4.707565,8.880510707,0.002419,0.001029344,0.11591,8.421202571
2010.413118,0.001592451,0.4523655,100.5704,23.70646,0.006684609,1.48613,4.497998,8.988264657,0.00235,0.001063152,0.118282,8.471109764
2010.608334,0.00170658,0.4480647,100.848,23.5653,0.006716349,1.51168,4.44297,9.00219447,0.002408,0.001079111,0.119872,8.466064857
2010.728334,0.002031336,0.4041373,91.30946,22.73592,0.006393324,1.444487,4.426018,8.926312133,0.002679,0.001082694,0.121292,8.397698986
2010.875,0.001993261,0.3744057,82.04932,22.32683,0.006345941,1.390684,4.563179,8.893250331,0.002845,0.001065285,0.119786,8.360961746
2010.932889,0.002042749,0.3436936,74.29158,22.05971,0.005982623,1.293182,4.626279,8.844787744,0.003031,0.00104158,0.117762,8.323005376
2011.062832,0.001980605,0.3388212,72.34211,21.83567,0.005939116,1.268068,4.683596,8.821210627,0.003005,0.001018143,0.11542,8.303261729
2011.218334,0.001915302,0.3584228,76.3564,21.86247,0.006147138,1.309552,4.694077,8.856963197,0.002887,0.001034717,0.116825,8.313043856
2011.291334,0.001738291,0.3924425,83.81506,22.77247,0.006313923,1.348483,4.682243,8.88894357,0.002636,0.001034625,0.116395,8.38905838
2011.358334,0.001448223,0.4657127,103.4034,24.03609,0.006762064,1.501398,4.503845,8.974725205,0.00229,0.001066606,0.118846,8.48862568
2011.582604,0.001503964,0.4901741,119.3461,24.0766,0.006897702,1.679431,4.107165,9.134273638,0.002332,0.001142936,0.125126,8.517550498
2011.758334,0.001560993,0.4600784,106.6455,23.43003,0.006694851,1.551856,4.314092,9.015009957,0.002363,0.001087117,0.12059,8.449247809
2011.908334,0.002012988,0.3912426,84.78918,22.49649,0.006393916,1.385675,4.614298,8.867642499,0.002619,0.001024489,0.115531,8.371676533
2011.958334,0.001946233,0.3572683,76.6344,22.09722,0.006134632,1.315885,4.661983,8.856207578,0.002857,0.001020623,0.115244,8.329067041
2012.102376,0.002031701,0.3465252,75.05256,21.97947,0.00601351,1.302443,4.6171,8.836907054,0.002999,0.00103921,0.117599,8.310064642
2012.232319,0.001876124,0.3674646,78.87639,22.20032,0.006071635,1.303278,4.658741,8.866061735,0.002791,0.00102562,0.115679,8.335462488
2012.291334,0.001721031,0.3913416,83.0694,22.87928,0.006357857,1.349571,4.71102,8.8825341,0.002624,0.00102682,0.1156,8.392451174
2012.408334,0.001673612,0.4390986,96.41823,23.22485,0.006711613,1.473751,4.554103,9.005033964,0.002431,0.0010675,0.118545,8.455760565
2012.558334,0.001552552,0.4911962,115.7418,24.26371,0.006824962,1.608183,4.243896,9.067650684,0.002271,0.001115416,0.12301,8.530301517
2012.752091,0.001794496,0.4787842,112.0894,23.97351,0.006593614,1.543648,4.27145,9.039109096,0.002303,0.001102472,0.121967,8.485797044
2012.882033,0.001918681,0.403414,88.53362,22.74747,0.006242417,1.369967,4.556619,8.902980588,0.00254,0.001024797,0.115107,8.388865528
2012.983334,0.002336046,0.3672849,77.71689,22.1922,0.006109059,1.292667,4.725934,8.850281675,0.00273,0.001002647,0.11329,8.341075027
2013.141919,0.003739946,0.3652108,75.63719,22.1838,0.006081817,1.259578,4.828455,8.86290146,0.002626,0.000958961,0.108199,8.330559208
2013.258334,0.009231657,0.3911115,78.95972,23.07619,0.006206359,1.252974,4.953304,8.868457801,0.001708,0.000668188,0.075344,8.404408538
2013.358334,0.020542171,0.4494732,91.65104,23.70069,0.006402352,1.305489,4.90418,8.931321032,0.00085,0.000382243,0.042798,8.46205863
